#,Song,Artist,Popularity,BPM,Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Added At,Spotify Track Id,Camelot,ISRC
156,"Doctors & Dealers","A Verbal Equinox",26,165,"","And the Ringmaster Is Pleased to Introduce...",2013-01-19,04:09,28,94,0,0,32,10,10,-4,F#/G♭ Minor,4,2025-07-24,7uxpGs5kGSpMqYO1qNxcKr,11A,usx9p1274728
157,"Bleüctipie","A Verbal Equinox",37,140,"","And the Ringmaster Is Pleased to Introduce...",2013-01-19,03:31,51,74,14,0,76,0,30,-7,F Major,4,2025-07-24,2wiQwshZvj0QoVZVOEZ43h,7B,usx9p1274730
158,"Acta Est Fabula, Plaudite!","A Verbal Equinox",24,155,"","And the Ringmaster Is Pleased to Introduce...",2013-01-19,03:28,31,52,26,0,17,0,10,-8,A Major,4,2025-07-24,5ft4dbbkvWinwE1S42hjuG,11B,usx9p1274731
159,"Self-","Will Wood and the Tapeworms",40,137,"","SELF-iSH",2016-08-23,02:35,44,31,95,0,28,0,10,-8,C Major,4,2025-07-24,5FlW8jfoIeNSOexhlvwlQ8,8B,USHM21638925
160,"-ish","Will Wood and the Tapeworms",40,67,"","SELF-iSH",2016-08-23,02:15,45,34,94,0,28,0,30,-7,C Major,4,2025-07-24,1qX9pg3g0j9k5IJ7NMZtqT,8B,USHM21638932
161,"When Somebody Needs You (Song)","Will Wood",49,170,"","Camp Here & There: Campfire Songs Edition",2021-05-08,03:44,42,33,79,0,13,0,10,-11,G Major,3,2025-07-24,7FXM045PPoUitc07OdHo49,9B,USLZJ2137899
162,"Yes, to Err is Human, So Don't Be One. (Song)","Will Wood",58,76,"","Camp Here & There: Campfire Songs Edition",2021-05-08,02:45,60,55,72,0,77,0,0,-8,D Minor,4,2025-07-24,53UDRKAsCpeRnan3GjI234,7A,USLZJ2244784
163,"Venetian Blind Man (Song)","Will Wood",47,100,"","Camp Here & There: Campfire Songs Edition",2021-05-08,04:04,66,65,40,3,60,0,0,-10,C Major,4,2025-07-24,46alZIZD3pMJ9Ledqm0LWl,8B,USLZJ2244775
164,"Theme Song","Murder Person for Hire",20,113,"folk punk, queercore, anti-folk","I Thought I'd Be Dead by Now",2018-09-18,01:58,64,83,5,0,68,0,10,-7,F#/G♭ Major,4,2025-07-24,1Qihvk1CYWWakU1RcxTNbN,2B,QM2PV1864181
165,"Chaotic Gender Neutral","Murder Person for Hire",41,111,"folk punk, queercore, anti-folk","I Thought I'd Be Dead by Now",2018-09-18,02:12,71,80,26,0,67,0,10,-8,B Major,4,2025-07-24,3x2IkVx6SI1FnIuHUzkojR,1B,QM2PV1864187
166,"Break All of My Fingers","Murder Person for Hire",21,143,"folk punk, queercore, anti-folk","I Thought I'd Be Dead by Now",2018-09-18,02:02,59,55,78,0,89,0,10,-10,B Major,4,2025-07-24,6FhmD6liRXpIHCDIwD373S,1B,QM2PV1864189
167,"Fishing","Murder Person for Hire",13,149,"folk punk, queercore, anti-folk","I Thought I'd Be Dead by Now",2018-09-18,00:53,44,79,54,3,60,0,20,-9,E Major,4,2025-07-24,0BtONLXLOT64POXWmEMqtt,12B,QM2PV1864180
168,"Cicada Days - Live at Knitting Factory, Spokane, WA","Will Wood",38,106,"","IN CASE I DIE:",2023-01-13,04:37,66,13,85,0,35,0,90,-15,C♯/D♭ Major,4,2025-07-24,3OuVwlsQjVmGxA5pBC1yOw,3B,QZWDE2230805
169,"The Main Character - Live at The Vermont Hollywood, Los Angeles, CA","Will Wood",35,116,"","IN CASE I DIE:",2023-01-13,05:11,48,50,89,0,53,0,60,-11,C Major,4,2025-07-24,6AX9M9axEpXopHODv7wRCh,8B,QZWDD2294518
170,"Against the Kitchen Floor - Live in Charlotte, NC","Will Wood",37,111,"","IN CASE I DIE:",2023-01-13,05:20,55,13,92,0,43,0,60,-14,F#/G♭ Major,4,2025-07-24,2ANtao5i4A0zJPYaI2QW3w,2B,QZWDD2294478
171,"Becoming the Lastnames - Live at City Winery, Nashville, TN","Will Wood",34,75,"","IN CASE I DIE:",2023-01-13,09:07,51,21,90,0,25,0,40,-13,D Major,4,2025-07-24,7joDnU5SwQyvA9Marx74e3,10B,QZWDD2294481
172,"Vampire Reference in a Minor Key - Live at World Café Live, Philadelphia, PA","Will Wood",34,109,"","IN CASE I DIE:",2023-01-13,04:51,60,15,90,0,32,0,70,-17,A Minor,4,2025-07-24,0N6E6wwEgicSSj4kkGGG9H,8A,QZWDD2294523
173,"Half-Decade Hangover - Live at City Winery, Atlanta, GA","Will Wood",34,114,"","IN CASE I DIE:",2023-01-13,05:11,55,21,88,0,41,0,40,-14,G Major,4,2025-07-24,6toeik9fiNkAnkMYMYlRcN,9B,QZWDD2294494
174,"The Song With 5 Names - Live at The Foundry, Lakewood, OH","Will Wood",39,166,"","IN CASE I DIE:",2023-01-13,05:09,48,45,87,0,50,10,70,-11,E Minor,4,2025-07-24,4YPEzoobYRk5e9Ka8QdQrz,9A,QZWDD2294475
175,"Euthanasia - Live at Hawthorne Theater, Portland, OR","Will Wood",34,108,"","IN CASE I DIE:",2023-01-13,04:30,65,9,93,0,31,0,60,-17,B Major,4,2025-07-24,16ZJZhHAL3GQpkZBm8ePX6,1B,QZWDD2294483
176,"Jimmy Mushrooms' Last Drink - Live at Austin City Limits, Austin, TX","Will Wood",37,120,"","IN CASE I DIE:",2023-01-13,03:39,47,27,68,0,25,0,80,-14,C Major,4,2025-07-24,0OH0a603pBXKh32IW3EWnS,8B,QZWDD2294499
177,"Laplace's Angel - Live at Blueberry Hill Duck Room, St. Louis, MO","Will Wood",34,142,"","IN CASE I DIE:",2023-01-13,04:29,59,29,88,0,49,10,90,-13,A Minor,4,2025-07-24,5VzbUAeDEln460VumzzCTE,8A,QZWDD2294502
178,"I / Me / Myself - Live at City Winery, Atlanta, GA","Will Wood",35,83,"","IN CASE I DIE:",2023-01-13,04:40,55,36,88,0,74,10,80,-13,G Major,4,2025-07-24,2UkoTDyfZWRFbzxDfpkfWl,9B,QZWDD2294496
179,"The First Step - Live at The Bitter End, New York, NY","Will Wood",37,90,"","IN CASE I DIE:",2023-01-13,04:10,48,30,83,0,71,0,60,-12,A#/B♭ Major,4,2025-07-24,2zUXxKjQg5WHkNUY6BjPft,6B,QZWDD2294488
180,"Skeleton Appreciation Day - Live at Ace of Cups, Columbus, OH","Will Wood",38,112,"","IN CASE I DIE:",2023-01-13,04:16,65,16,91,0,46,0,90,-15,G Major,4,2025-07-24,6xAokDQs5kJJ4JN82jDGUc,9B,QZWDD2294479
181,"Tomcat Disposables - Live at Nectar Lounge, Seattle, WA","Will Wood",33,85,"","IN CASE I DIE:",2023-01-13,06:44,49,20,88,0,36,0,60,-17,F#/G♭ Major,4,2025-07-24,2WqHQtSHtZIHJ7qnTdwt7E,2B,QZWDD2294520
182,"White Noise - Live at The Vermont Hollywood, Los Angeles, CA","Will Wood",34,144,"","IN CASE I DIE:",2023-01-13,06:01,49,19,90,0,43,0,70,-19,C Major,3,2025-07-24,6RhHtxQALl7ci2xm00fLAF,8B,QZWDD2294527
183,"Love, Me Normally - Live at Hawthorne Theatre, Portland, OR","Will Wood",35,108,"","IN CASE I DIE:",2023-01-13,06:23,49,28,85,0,35,0,60,-14,D#/E♭ Major,3,2025-07-24,5dW12bUni0DKzxF44676Oy,5B,QZWDD2294509
184,"Misanthrapologist ( In case I make it,  Outtake) - Live in Studio at Backroom Studios, Rockaway NJ","Will Wood",45,143,"","IN CASE I DIE:",2023-01-13,04:29,60,28,80,0,69,10,60,-13,E Minor,4,2025-07-24,7xcSKH6odAXbjSrMEYCu4y,9A,QZWDD2294513
185,"Falling Up - Live in Studio at Backroom Studios, Rockaway NJ","Will Wood",33,149,"","IN CASE I DIE:",2023-01-13,04:43,47,27,78,0,50,0,70,-14,G Major,4,2025-07-24,0Znynly5XKq0aXGuzdVYVw,9B,QZWDD2294486
186,"That's Enough, Let's Get You Home - Live in Studio at Backroom Studios, Rockaway NJ","Will Wood",35,90,"","IN CASE I DIE:",2023-01-13,04:08,55,33,85,0,52,0,60,-14,G Major,4,2025-07-24,77p7A5W6TFn0wbxhOkAXxg,9B,QZWDD2294507
187,"Jesus on the Telephone","Machinery of the Human Heart",41,140,"","Surgery",2022-11-26,03:22,53,68,26,0,56,0,10,-7,B Major,4,2025-07-24,6HVkkyZCfZJd7VWYDxBcTK,1B,QZTAZ2218908
188,"Remember Something Beautiful","Machinery of the Human Heart",40,95,"","Surgery",2022-11-26,02:02,45,50,66,0,50,0,20,-8,C Major,4,2025-07-24,56Kom4kS6cCshQy8YkyU90,8B,QZTAZ2218905
189,"Champagne","Machinery of the Human Heart",45,146,"","Surgery",2022-11-26,02:41,38,65,34,0,13,0,0,-6,F#/G♭ Minor,4,2025-07-24,6ZLHYoRHUrE47B4qno94bL,11A,QZTAZ2218911
190,"Your Surgeon Is Human, Too","Machinery of the Human Heart",32,76,"","Surgery",2022-11-26,04:09,28,36,29,0,14,0,10,-12,F#/G♭ Major,4,2025-07-24,21QpKNRhtlVWtsrRHrPRC7,2B,QZTAZ2218912
191,"Arizona Calling","Machinery of the Human Heart",31,127,"","Surgery",2022-11-26,03:56,46,26,75,0,23,0,10,-11,G Major,4,2025-07-24,1NWialQlionDMHSbDxwRc3,9B,QZTAZ2218913
192,"Breathless Behind Smudged Glass","Machinery of the Human Heart",30,127,"","Surgery",2022-11-26,03:39,35,23,56,0,23,0,10,-11,F#/G♭ Major,4,2025-07-24,3zFcSH8AUwIPSJ0k38IKjE,2B,QZTAZ2218914
193,"Walking Out Alone","Machinery of the Human Heart",29,75,"","Surgery",2022-11-26,03:46,43,59,23,0,19,0,20,-8,G Major,4,2025-07-24,5ebXnkPfO5VydIjtgMymGG,9B,QZTAZ2218916
194,"Business as Usual","Human Zoo,Machinery of the Human Heart",21,200,"","Business as Usual",2023-05-17,04:27,48,35,78,0,53,20,10,-8,D Minor,4,2025-07-24,7GHhJTWbbJLMfufdx9bBiP,7A,QZK6N2328693
195,"The Rhumba of Death","Will Wood",40,149,"","Camp Here & There: Campfire Songs Edition",2021-05-08,03:36,62,72,13,45,94,0,10,-11,C Minor,4,2025-07-24,4DYOU7wSVIrhCQeyl4Bp4e,5A,USLZJ2137807
196,"Under a Technicolor Sky","Will Wood",36,98,"","Camp Here & There: Campfire Songs Edition",2021-05-08,03:41,40,23,91,56,14,0,10,-13,G Major,3,2025-07-24,690r8tzQHruGfbLYKHnKBl,9B,USLZJ2137837
197,"Happy Place","ZAMination,Zachary Preciado",57,145,"","Happy Place",2024-12-21,02:26,42,93,0,0,55,10,30,-5,F#/G♭ Major,4,2025-07-24,2eunobIVSTIr6ZvBJroKDF,2B,QT3EY2440974
198,"Welcome to Camp Here & There","Will Wood",39,136,"","Camp Here & There: Campfire Songs Edition",2021-05-08,00:48,48,86,0,86,42,0,70,-11,G#/A♭ Major,3,2025-07-24,1igMRsUyqIANr666oVePTQ,4B,USLZJ2137781
199,"Good Morning, Campers!","Will Wood",34,108,"","Camp Here & There: Campfire Songs Edition",2021-05-08,02:44,74,65,33,45,93,0,30,-8,C Major,4,2025-07-24,5KU9dVbS7UoTo7t5MaKwhY,8B,USLZJ2137782
200,"Afternoon Announcements","Will Wood",1,127,"","Camp Here & There: Campfire Songs Edition",2021-05-08,00:20,51,90,18,43,37,0,40,-15,B Minor,4,2025-07-24,2IFH2kS2DEBVeLs0wpGWhm,10A,USLZJ2137843
201,"Under a Monochromatic Sky","Will Wood",37,169,"","Camp Here & There: Campfire Songs Edition",2021-05-08,03:19,45,25,94,54,16,0,10,-17,E Minor,3,2025-07-24,5Yt2soaKlGSs3dDwGTha46,9A,USLZJ2137888
202,"Evening Announcements","Will Wood",34,95,"","Camp Here & There: Campfire Songs Edition",2021-05-08,00:36,32,45,10,3,5,0,30,-12,F Major,1,2025-07-24,4yPPmpaqtoJdOW0XfffmCI,7B,USLZJ2137893
203,"M@GICAL CURE! LOVE SHOT! (feat. Hatsune Miku)","SAWTOWNE,Hatsune Miku",68,192,"vocaloid","M@GICAL CURE! LOVE SHOT!",2024-03-19,03:21,53,95,2,54,82,10,10,-4,A Major,4,2025-07-24,63yoRZd5zl6Ah30hfDm97k,11B,JP92Q2400289
204,"Miku","Anamanaguchi,Hatsune Miku",72,128,"vocaloid","Miku",2016-05-24,03:43,72,71,27,0,55,0,10,-6,C♯/D♭ Major,4,2025-07-24,7aux5UvnlBDYlrlwoczifW,3B,USA2P1654313
205,"ワールドイズマイン-初音ミク「マジカルミライ 2021」Live- (feat. 初音ミク)","ryo (supercell),Hatsune Miku",63,165,"vocaloid","初音ミク「マジカルミライ 2021」[Live]",2023-07-20,04:14,45,74,9,0,49,0,50,-13,F Minor,4,2025-07-24,29rRca4BXxuUCNmcCzHvtl,4A,JP92Q2301559
206,"Jaws","Lemon Demon",45,110,"","Nature Tapes",2014-11-02,04:10,84,56,5,0,96,0,0,-12,C Major,4,2025-07-24,08YAU8YEzjXbPMBhuwwNjr,8B,TCACB1427920
207,"Candy Store","Jessica Keenan Wynn,Alice Lee,Elle McLemore",66,142,"musicals","Heathers: The Musical (World Premiere Cast Recording)",2014-06-10,02:52,73,53,59,0,78,10,10,-6,C♯/D♭ Minor,4,2025-07-24,13Soih2NRLeDx8Unbr22mx,12A,US6W61422223
208,"Karnak's Dream of Life","Emily Rohm",44,90,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,01:28,21,9,79,0,4,0,30,-20,E Minor,4,2025-07-24,5LUmo8CndZvKcSba4Yp3yI,9A,USSK32042556
209,"The Uranium Suite","Lillian Castillo,Emily Rohm,Jacob Richmond,Tiffany Tatreau,Kholby Wardell,The Ride the Cyclone World Premiere Cast Recording Ensemble",49,91,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,03:56,41,29,45,0,25,0,0,-14,C Major,4,2025-07-24,43m46iZRJLuxljQqCmfZMA,8B,USSK32042558
210,"What the World Needs","Tiffany Tatreau,Lillian Castillo,Chaz Duffy,Scott Redmond,Emily Rohm,The Ride the Cyclone World Premiere Cast Recording Ensemble,Kholby Wardell",58,100,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,03:03,76,64,24,0,67,30,20,-9,G#/A♭ Major,4,2025-07-24,0i29E9ZhnHmwWqUTJ9vsnI,4B,USSK32042560
211,"Meet Noel Gruber","Jacob Richmond",4,121,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,00:18,65,27,46,0,64,90,20,-25,B Minor,3,2025-07-24,7sd8Sz0IeGM8l6O9d5FdVP,10A,USSK32042561
212,"Noel's Lament","Kholby Wardell,Scott Redmond,The Ride the Cyclone World Premiere Cast Recording Ensemble",43,94,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,05:03,41,27,61,0,47,10,0,-14,A Minor,4,2025-07-24,0SZzOT8cUeYTBLHrh2f3VG,8A,USSK32042578
213,"Every Story's Got A Lesson","Jacob Richmond,Tiffany Tatreau,Lillian Castillo,Scott Redmond,Emily Rohm,Kholby Wardell,The Ride the Cyclone World Premiere Cast Recording Ensemble",43,130,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,01:03,69,23,72,0,61,90,10,-18,B Major,4,2025-07-24,3Dc1EaXCL8sjj3Dkn4tY3e,1B,USSK32042563
214,"This Song Is Awesome","Chaz Duffy,Lillian Castillo,Scott Redmond,The Ride the Cyclone World Premiere Cast Recording Ensemble",47,90,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,02:14,78,46,3,0,54,10,30,-12,A#/B♭ Minor,4,2025-07-24,4Pm3DFTejgD1Z3vLnqkOV2,3A,USSK32042564
215,"Talia","Chaz Duffy,The Ride the Cyclone World Premiere Cast Recording Ensemble",53,100,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,03:44,39,34,40,0,47,10,30,-15,C♯/D♭ Major,3,2025-07-24,7j6zMFxNUojBOAlusqe2PD,3B,USSK32042565
216,"Meet Ricky Potts","Jacob Richmond",4,142,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,00:21,61,25,37,0,90,80,30,-24,B Major,4,2025-07-24,1t8MCvllW6FqN1FT8j88dK,1B,USSK32042566
217,"Space Age Bachelor Man","Scott Redmond,Lillian Castillo,Tiffany Tatreau,The Ride the Cyclone World Premiere Cast Recording Ensemble",48,155,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,05:14,51,57,1,0,40,0,0,-13,E Minor,4,2025-07-24,3WegY8uDnrHtX0kNFrwq56,9A,USSK32042567
218,"The Ballad of Jane Doe","Emily Rohm,The Ride the Cyclone World Premiere Cast Recording Ensemble",61,120,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,04:59,33,28,64,0,16,0,10,-13,F Minor,3,2025-07-24,49qujGctHLuEXF35sWwG2c,4A,USSK32042569
219,"The New Birthday Song","Emily Rohm,Jacob Richmond,Tiffany Tatreau,Lillian Castillo,Chaz Duffy,Kholby Wardell,Scott Redmond",42,175,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,00:44,46,16,74,0,87,0,10,-14,G Minor,4,2025-07-24,4BCE1CwYilOvUK5BrpFcLC,6A,USSK32042570
220,"Sugar Cloud","Lillian Castillo,The Ride the Cyclone World Premiere Cast Recording Ensemble",47,124,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,03:53,55,38,11,0,36,0,10,-13,G Major,4,2025-07-24,5TcL17xBAxb43vP6DzhkSm,9B,USSK32042572
221,"It's Not A Game/It's Just A Ride","Lillian Castillo,Chaz Duffy,Scott Redmond,Jacob Richmond,Emily Rohm,Kholby Wardell,The Ride the Cyclone World Premiere Cast Recording Ensemble,Tiffany Tatreau",46,170,"musicals","Ride the Cyclone: The Musical (World Premiere Cast Recording)",2021-05-07,05:28,31,16,66,0,22,0,10,-16,C♯/D♭ Major,4,2025-07-24,6j23WH4uEIcfqBNrhqdpzb,3B,USSK32042573
223,"Angry People (Bonus Tracks)","Lemon Demon",34,170,"","Spirit Phone",2016-02-29,04:54,48,86,0,1,46,0,0,-7,C♯/D♭ Major,4,2025-07-24,6ccw5IYiknwRKy5FMdLosQ,3B,TCACM1645375
224,"Poppin Skittles","Madilyn Mei",55,104,"","Poppin Skittles",2025-01-23,02:33,79,39,61,0,89,0,10,-7,B Major,4,2025-07-24,4DGzhzGdTIpEHDYynp1hzS,1B,QZFYY2530086
225,"Partner in Crime","Madilyn Mei",62,110,"","Promise You Won't Scream",2023-10-27,03:00,51,29,90,0,36,10,10,-10,B Major,4,2025-07-24,5lLLvKIRr5k8otmyZJPyc6,1B,QZTB72363902
226,"Dress Like A Pirate","Madilyn Mei",44,130,"","Dress Like A Pirate",2022-09-16,02:39,62,40,61,0,74,10,0,-10,A#/B♭ Major,4,2025-07-24,0zy7QRNwtxAGm2zpnWRy3r,6B,QZNWU2280938
227,"Introduction to the Snow","Miracle Musical",61,71,"","Hawaii: Part II",2012-12-12,01:41,40,23,98,0,11,0,30,-11,C Major,3,2025-07-24,7qLs0IyUn6TrqgMzQ33SdH,8B,TCACB1435448
228,"Black Rainbows","Miracle Musical",54,152,"","Hawaii: Part II",2012-12-12,02:29,75,77,27,58,92,0,0,-8,G Major,4,2025-07-24,3C5CcBXFEldHfgwDe62zWI,9B,TCACB1435450
229,"宇宙ステーションのレベル7","Miracle Musical",50,107,"","Hawaii: Part II",2012-12-12,03:23,54,69,15,0,41,0,0,-8,B Major,4,2025-07-24,2fIv4nLyC4Dr4WOegKsVit,1B,TCACB1435455
230,"The Mind Electric","Miracle Musical",64,82,"","Hawaii: Part II",2012-12-12,06:13,24,43,67,2,58,0,10,-10,G Minor,4,2025-07-24,2aDk1KkyB7ieSwwEDXCHJg,6A,TCACB1435456
231,"Never Ever Getting Rid of Me","Christopher Fitzgerald,Kimiko Glenn,Waitress Original Broadway Cast Ensemble",68,174,"musicals","Waitress (Original Broadway Cast Recording)",2016-06-03,02:16,62,54,39,0,94,0,10,-6,G Minor,4,2025-07-24,1CZgbcEZEhHH28HcBFvQIW,6A,USWB11600733
232,"BlackBoxWarrior - Okultra","Bear Ghost",46,162,"","BlackBoxWarrior - Okultra",2025-03-21,04:40,56,90,1,0,49,10,20,-8,D Major,4,2025-07-24,6d0J976H9HytJqinuBMxX7,10B,TCAJK2538941
233,"Labyrinth","Miracle Musical,Shane MauX,KAYE",71,127,"","Hawaii: Part II",2012-12-12,02:32,50,80,2,0,32,0,30,-6,C♯/D♭ Major,5,2025-07-24,0L7MpEwFgZRP5rFdXOYaRT,3B,TCACB1435457
234,"Time Machine","Miracle Musical",52,77,"","Hawaii: Part II",2012-12-12,04:12,60,81,0,3,70,0,30,-7,F#/G♭ Minor,4,2025-07-24,3lWtkjh2tstrANQyNchyK1,11A,TCACB1435458
